"BehaviorSpace results (NetLogo 6.3.0)"
"3-SmallWorldDiffusion.nlogo"
"experiment 1"
"03/19/2023 17:41:55:179 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-80","80","-80","80"
"[run number]","prob-spread-one","rewiring-probability","num-nodes","complex-contagion?","prob-infection","[step]","num-infected"
"1145","0.1","1","100","true","0.1","17","100"
"1144","0.1","1","100","true","0.1","25","100"
"1143","0.1","1","100","true","0.1","66","100"
"1146","0.1","1","100","true","0.1","18","100"
"1147","0.1","1","100","true","0.1","23","100"
"1148","0.1","1","100","true","0.1","15","100"
"1149","0.1","1","100","true","0.1","11","100"
"1151","0.1","1","100","true","0.1","15","100"
"1150","0.1","1","100","true","0.1","13","100"
"1152","0.1","1","100","true","0.1","11","100"
"1153","0.1","1","100","true","0.1","13","100"
"1154","0.1","1","100","true","0.1","15","100"
"1156","0.1","1","100","true","0.1","15","100"
"1157","0.1","1","100","true","0.1","19","100"
"1158","0.1","1","100","true","0.1","15","100"
"1159","0.1","1","100","true","0.1","47","100"
"1160","0.1","1","100","true","0.1","17","100"
"1161","0.1","1","100","true","0.1","20","100"
"1162","0.1","1","100","true","0.1","12","100"
"1163","0.1","1","100","true","0.1","10","100"
"1164","0.1","1","100","true","0.1","15","100"
"1166","0.1","1","100","true","0.1","14","100"
"1167","0.1","1","100","true","0.1","33","100"
"1165","0.1","1","100","true","0.1","96","100"
"1168","0.1","1","100","true","0.1","11","100"
"1169","0.1","1","100","true","0.1","15","100"
"1170","0.1","1","100","true","0.1","13","100"
"795","0.01","1","100","true","0.1","10000","99"
"1171","0.1","1","100","true","0.1","20","100"
"1172","0.1","1","100","true","0.1","10","100"
"1174","0.1","1","100","true","0.1","21","100"
"1176","0.1","1","100","true","0.1","16","100"
"1175","0.1","1","100","true","0.1","22","100"
"782","0.01","1","100","true","0.1","10000","99"
"1179","0.1","1","100","true","0.1","11","100"
"1178","0.1","1","100","true","0.1","65","100"
"1181","0.1","1","100","true","0.1","11","100"
"1182","0.1","1","100","true","0.1","20","100"
"1183","0.1","1","100","true","0.1","11","100"
"1184","0.1","1","100","true","0.1","10","100"
"1185","0.1","1","100","true","0.1","13","100"
"1186","0.1","1","100","true","0.1","21","100"
"1187","0.1","1","100","true","0.1","12","100"
"1188","0.1","1","100","true","0.1","11","100"
"1189","0.1","1","100","true","0.1","13","100"
"1190","0.1","1","100","true","0.1","23","100"
"1192","0.1","1","100","true","0.1","15","100"
"1191","0.1","1","100","true","0.1","14","100"
"1193","0.1","1","100","true","0.1","17","100"
"1194","0.1","1","100","true","0.1","13","100"
"1195","0.1","1","100","true","0.1","17","100"
"1196","0.1","1","100","true","0.1","13","100"
"1197","0.1","1","100","true","0.1","24","100"
"1198","0.1","1","100","true","0.1","13","100"
"1199","0.1","1","100","true","0.1","13","100"
"1200","0.1","1","100","true","0.1","15","100"
"1201","1","0.001","100","true","0.1","25","100"
"1202","1","0.001","100","true","0.1","25","100"
"1203","1","0.001","100","true","0.1","19","100"
"1204","1","0.001","100","true","0.1","25","100"
"1205","1","0.001","100","true","0.1","25","100"
"1206","1","0.001","100","true","0.1","25","100"
"1207","1","0.001","100","true","0.1","25","100"
"1208","1","0.001","100","true","0.1","25","100"
"1209","1","0.001","100","true","0.1","25","100"
"1210","1","0.001","100","true","0.1","25","100"
"1211","1","0.001","100","true","0.1","25","100"
"1212","1","0.001","100","true","0.1","25","100"
"1213","1","0.001","100","true","0.1","25","100"
"1214","1","0.001","100","true","0.1","25","100"
"1215","1","0.001","100","true","0.1","17","100"
"1216","1","0.001","100","true","0.1","17","100"
"1217","1","0.001","100","true","0.1","25","100"
"1218","1","0.001","100","true","0.1","25","100"
"1219","1","0.001","100","true","0.1","25","100"
"1220","1","0.001","100","true","0.1","25","100"
"1221","1","0.001","100","true","0.1","25","100"
"1223","1","0.001","100","true","0.1","25","100"
"1222","1","0.001","100","true","0.1","25","100"
"1224","1","0.001","100","true","0.1","24","100"
"1225","1","0.001","100","true","0.1","25","100"
"1226","1","0.001","100","true","0.1","25","100"
"1227","1","0.001","100","true","0.1","25","100"
"1228","1","0.001","100","true","0.1","25","100"
"1229","1","0.001","100","true","0.1","19","100"
"1230","1","0.001","100","true","0.1","25","100"
"1231","1","0.001","100","true","0.1","21","100"
"1232","1","0.001","100","true","0.1","18","100"
"1233","1","0.001","100","true","0.1","25","100"
"1234","1","0.001","100","true","0.1","25","100"
"1235","1","0.001","100","true","0.1","25","100"
"1236","1","0.001","100","true","0.1","25","100"
"798","0.01","1","100","true","0.1","10000","99"
"1237","1","0.001","100","true","0.1","25","100"
"1238","1","0.001","100","true","0.1","25","100"
"1240","1","0.001","100","true","0.1","25","100"
"1241","1","0.001","100","true","0.1","25","100"
"1242","1","0.001","100","true","0.1","25","100"
"1243","1","0.001","100","true","0.1","25","100"
"1244","1","0.001","100","true","0.1","25","100"
"1245","1","0.001","100","true","0.1","14","100"
"1246","1","0.001","100","true","0.1","24","100"
"1247","1","0.001","100","true","0.1","25","100"
"1248","1","0.001","100","true","0.1","25","100"
"1249","1","0.001","100","true","0.1","25","100"
"1251","1","0.001","100","true","0.1","25","100"
"1250","1","0.001","100","true","0.1","25","100"
"1252","1","0.001","100","true","0.1","23","100"
"1253","1","0.001","100","true","0.1","25","100"
"1254","1","0.001","100","true","0.1","25","100"
"1255","1","0.001","100","true","0.1","25","100"
"1256","1","0.001","100","true","0.1","17","100"
"1257","1","0.001","100","true","0.1","25","100"
"1258","1","0.001","100","true","0.1","25","100"
"1259","1","0.001","100","true","0.1","25","100"
"1260","1","0.001","100","true","0.1","25","100"
"1261","1","0.001","100","true","0.1","25","100"
"1262","1","0.001","100","true","0.1","25","100"
"1239","1","0.001","100","true","0.1","24","100"
"1263","1","0.001","100","true","0.1","25","100"
"1264","1","0.001","100","true","0.1","25","100"
"1265","1","0.001","100","true","0.1","25","100"
"1266","1","0.001","100","true","0.1","25","100"
"1267","1","0.001","100","true","0.1","20","100"
"1268","1","0.001","100","true","0.1","25","100"
"1270","1","0.001","100","true","0.1","25","100"
"1269","1","0.001","100","true","0.1","25","100"
"1272","1","0.001","100","true","0.1","25","100"
"1273","1","0.001","100","true","0.1","23","100"
"1271","1","0.001","100","true","0.1","25","100"
"1274","1","0.001","100","true","0.1","21","100"
"1275","1","0.001","100","true","0.1","25","100"
"1276","1","0.001","100","true","0.1","25","100"
"1277","1","0.001","100","true","0.1","17","100"
"1278","1","0.001","100","true","0.1","25","100"
"1279","1","0.001","100","true","0.1","25","100"
"1280","1","0.001","100","true","0.1","25","100"
"1283","1","0.001","100","true","0.1","25","100"
"1281","1","0.001","100","true","0.1","25","100"
"1282","1","0.001","100","true","0.1","23","100"
"1284","1","0.001","100","true","0.1","25","100"
"1286","1","0.001","100","true","0.1","25","100"
"1285","1","0.001","100","true","0.1","24","100"
"1287","1","0.001","100","true","0.1","25","100"
"1290","1","0.001","100","true","0.1","25","100"
"1289","1","0.001","100","true","0.1","25","100"
"1288","1","0.001","100","true","0.1","25","100"
"1291","1","0.001","100","true","0.1","18","100"
"1292","1","0.001","100","true","0.1","19","100"
"1293","1","0.001","100","true","0.1","25","100"
"1294","1","0.001","100","true","0.1","22","100"
"1295","1","0.001","100","true","0.1","25","100"
"1296","1","0.001","100","true","0.1","25","100"
"1297","1","0.001","100","true","0.1","25","100"
"1300","1","0.001","100","true","0.1","25","100"
"1298","1","0.001","100","true","0.1","24","100"
"1301","1","0.01","100","true","0.1","17","100"
"1302","1","0.01","100","true","0.1","11","100"
"1303","1","0.01","100","true","0.1","14","100"
"1304","1","0.01","100","true","0.1","25","100"
"1299","1","0.001","100","true","0.1","25","100"
"1305","1","0.01","100","true","0.1","14","100"
"1306","1","0.01","100","true","0.1","16","100"
"1307","1","0.01","100","true","0.1","12","100"
"1308","1","0.01","100","true","0.1","20","100"
"1309","1","0.01","100","true","0.1","21","100"
"1311","1","0.01","100","true","0.1","21","100"
"1310","1","0.01","100","true","0.1","25","100"
"1312","1","0.01","100","true","0.1","24","100"
"1313","1","0.01","100","true","0.1","18","100"
"1315","1","0.01","100","true","0.1","16","100"
"1314","1","0.01","100","true","0.1","19","100"
"1316","1","0.01","100","true","0.1","17","100"
"1317","1","0.01","100","true","0.1","13","100"
"1318","1","0.01","100","true","0.1","21","100"
"1319","1","0.01","100","true","0.1","20","100"
"1320","1","0.01","100","true","0.1","18","100"
"1322","1","0.01","100","true","0.1","22","100"
"1321","1","0.01","100","true","0.1","22","100"
"1323","1","0.01","100","true","0.1","21","100"
"1324","1","0.01","100","true","0.1","17","100"
"1326","1","0.01","100","true","0.1","13","100"
"1325","1","0.01","100","true","0.1","19","100"
"1327","1","0.01","100","true","0.1","19","100"
"1329","1","0.01","100","true","0.1","14","100"
"1328","1","0.01","100","true","0.1","25","100"
"1330","1","0.01","100","true","0.1","22","100"
"1332","1","0.01","100","true","0.1","25","100"
"1331","1","0.01","100","true","0.1","18","100"
"1333","1","0.01","100","true","0.1","24","100"
"1334","1","0.01","100","true","0.1","21","100"
"1335","1","0.01","100","true","0.1","18","100"
"1336","1","0.01","100","true","0.1","15","100"
"1337","1","0.01","100","true","0.1","19","100"
"1339","1","0.01","100","true","0.1","23","100"
"1338","1","0.01","100","true","0.1","21","100"
"1340","1","0.01","100","true","0.1","20","100"
"1341","1","0.01","100","true","0.1","22","100"
"1343","1","0.01","100","true","0.1","13","100"
"1342","1","0.01","100","true","0.1","20","100"
"1344","1","0.01","100","true","0.1","15","100"
"1345","1","0.01","100","true","0.1","13","100"
"1346","1","0.01","100","true","0.1","13","100"
"1347","1","0.01","100","true","0.1","17","100"
"1348","1","0.01","100","true","0.1","13","100"
"1349","1","0.01","100","true","0.1","21","100"
"1351","1","0.01","100","true","0.1","12","100"
"1350","1","0.01","100","true","0.1","17","100"
"1352","1","0.01","100","true","0.1","11","100"
"1353","1","0.01","100","true","0.1","21","100"
"1354","1","0.01","100","true","0.1","19","100"
"1356","1","0.01","100","true","0.1","18","100"
"1357","1","0.01","100","true","0.1","14","100"
"1355","1","0.01","100","true","0.1","25","100"
"1359","1","0.01","100","true","0.1","18","100"
"1358","1","0.01","100","true","0.1","22","100"
"1360","1","0.01","100","true","0.1","23","100"
"1362","1","0.01","100","true","0.1","13","100"
"1361","1","0.01","100","true","0.1","25","100"
"1363","1","0.01","100","true","0.1","19","100"
"1364","1","0.01","100","true","0.1","18","100"
"1365","1","0.01","100","true","0.1","25","100"
"1368","1","0.01","100","true","0.1","17","100"
"1366","1","0.01","100","true","0.1","14","100"
"1367","1","0.01","100","true","0.1","19","100"
"1369","1","0.01","100","true","0.1","24","100"
"1370","1","0.01","100","true","0.1","19","100"
"1371","1","0.01","100","true","0.1","25","100"
"1372","1","0.01","100","true","0.1","18","100"
"1374","1","0.01","100","true","0.1","14","100"
"1373","1","0.01","100","true","0.1","19","100"
"1375","1","0.01","100","true","0.1","21","100"
"1376","1","0.01","100","true","0.1","19","100"
"1377","1","0.01","100","true","0.1","21","100"
"1378","1","0.01","100","true","0.1","13","100"
"1379","1","0.01","100","true","0.1","17","100"
"1381","1","0.01","100","true","0.1","14","100"
"1380","1","0.01","100","true","0.1","17","100"
"1382","1","0.01","100","true","0.1","16","100"
"1383","1","0.01","100","true","0.1","17","100"
"1385","1","0.01","100","true","0.1","10","100"
"1386","1","0.01","100","true","0.1","20","100"
"1384","1","0.01","100","true","0.1","25","100"
"1388","1","0.01","100","true","0.1","13","100"
"1387","1","0.01","100","true","0.1","24","100"
"1389","1","0.01","100","true","0.1","25","100"
"1390","1","0.01","100","true","0.1","20","100"
"1391","1","0.01","100","true","0.1","12","100"
"1392","1","0.01","100","true","0.1","25","100"
"1393","1","0.01","100","true","0.1","24","100"
"1394","1","0.01","100","true","0.1","15","100"
"1396","1","0.01","100","true","0.1","25","100"
"1395","1","0.01","100","true","0.1","16","100"
"1397","1","0.01","100","true","0.1","25","100"
"1120","0.1","1","100","true","0.1","10000","99"
"1398","1","0.01","100","true","0.1","20","100"
"1399","1","0.01","100","true","0.1","18","100"
"1400","1","0.01","100","true","0.1","19","100"
"1402","1","0.1","100","true","0.1","10","100"
"1401","1","0.1","100","true","0.1","12","100"
"1404","1","0.1","100","true","0.1","7","100"
"1403","1","0.1","100","true","0.1","8","100"
"1405","1","0.1","100","true","0.1","10","100"
"1406","1","0.1","100","true","0.1","6","100"
"1407","1","0.1","100","true","0.1","9","100"
"1408","1","0.1","100","true","0.1","9","100"
"1133","0.1","1","100","true","0.1","10000","99"
"1409","1","0.1","100","true","0.1","7","100"
"1410","1","0.1","100","true","0.1","9","100"
"1412","1","0.1","100","true","0.1","7","100"
"1411","1","0.1","100","true","0.1","9","100"
"1414","1","0.1","100","true","0.1","8","100"
"1413","1","0.1","100","true","0.1","9","100"
"1415","1","0.1","100","true","0.1","9","100"
"1418","1","0.1","100","true","0.1","9","100"
"1416","1","0.1","100","true","0.1","10","100"
"1417","1","0.1","100","true","0.1","11","100"
"1125","0.1","1","100","true","0.1","10000","99"
"1419","1","0.1","100","true","0.1","8","100"
"1421","1","0.1","100","true","0.1","9","100"
"1420","1","0.1","100","true","0.1","6","100"
"1423","1","0.1","100","true","0.1","9","100"
"1124","0.1","1","100","true","0.1","10000","99"
"1425","1","0.1","100","true","0.1","7","100"
"1422","1","0.1","100","true","0.1","8","100"
"1424","1","0.1","100","true","0.1","9","100"
"1426","1","0.1","100","true","0.1","7","100"
"1428","1","0.1","100","true","0.1","7","100"
"1427","1","0.1","100","true","0.1","7","100"
"1430","1","0.1","100","true","0.1","8","100"
"1429","1","0.1","100","true","0.1","9","100"
"1431","1","0.1","100","true","0.1","7","100"
"1433","1","0.1","100","true","0.1","7","100"
"1432","1","0.1","100","true","0.1","12","100"
"1434","1","0.1","100","true","0.1","9","100"
"1436","1","0.1","100","true","0.1","6","100"
"1437","1","0.1","100","true","0.1","7","100"
"1435","1","0.1","100","true","0.1","7","100"
"1440","1","0.1","100","true","0.1","7","100"
"1438","1","0.1","100","true","0.1","6","100"
"1439","1","0.1","100","true","0.1","8","100"
"1441","1","0.1","100","true","0.1","6","100"
"1443","1","0.1","100","true","0.1","6","100"
"1442","1","0.1","100","true","0.1","9","100"
"1444","1","0.1","100","true","0.1","8","100"
"1445","1","0.1","100","true","0.1","9","100"
"1447","1","0.1","100","true","0.1","8","100"
"1446","1","0.1","100","true","0.1","11","100"
"1448","1","0.1","100","true","0.1","7","100"
"1450","1","0.1","100","true","0.1","10","100"
"1449","1","0.1","100","true","0.1","8","100"
"1452","1","0.1","100","true","0.1","8","100"
"1454","1","0.1","100","true","0.1","7","100"
"1451","1","0.1","100","true","0.1","11","100"
"1455","1","0.1","100","true","0.1","8","100"
"1453","1","0.1","100","true","0.1","8","100"
"1456","1","0.1","100","true","0.1","7","100"
"1457","1","0.1","100","true","0.1","7","100"
"1459","1","0.1","100","true","0.1","7","100"
"1458","1","0.1","100","true","0.1","8","100"
"1461","1","0.1","100","true","0.1","6","100"
"1463","1","0.1","100","true","0.1","8","100"
"1462","1","0.1","100","true","0.1","10","100"
"1460","1","0.1","100","true","0.1","8","100"
"1464","1","0.1","100","true","0.1","8","100"
"1465","1","0.1","100","true","0.1","8","100"
"1467","1","0.1","100","true","0.1","9","100"
"1468","1","0.1","100","true","0.1","9","100"
"1469","1","0.1","100","true","0.1","9","100"
"1466","1","0.1","100","true","0.1","11","100"
"1471","1","0.1","100","true","0.1","7","100"
"1470","1","0.1","100","true","0.1","9","100"
"1472","1","0.1","100","true","0.1","9","100"
"1473","1","0.1","100","true","0.1","8","100"
"1474","1","0.1","100","true","0.1","8","100"
"1476","1","0.1","100","true","0.1","7","100"
"1479","1","0.1","100","true","0.1","7","100"
"1478","1","0.1","100","true","0.1","8","100"
"1477","1","0.1","100","true","0.1","8","100"
"1475","1","0.1","100","true","0.1","9","100"
"1480","1","0.1","100","true","0.1","8","100"
"1481","1","0.1","100","true","0.1","7","100"
"1482","1","0.1","100","true","0.1","8","100"
"1483","1","0.1","100","true","0.1","9","100"
"1485","1","0.1","100","true","0.1","8","100"
"1484","1","0.1","100","true","0.1","8","100"
"1486","1","0.1","100","true","0.1","8","100"
"1488","1","0.1","100","true","0.1","7","100"
"1487","1","0.1","100","true","0.1","9","100"
"1489","1","0.1","100","true","0.1","8","100"
"1490","1","0.1","100","true","0.1","8","100"
"1491","1","0.1","100","true","0.1","8","100"
"1494","1","0.1","100","true","0.1","8","100"
"1492","1","0.1","100","true","0.1","8","100"
"1493","1","0.1","100","true","0.1","7","100"
"1495","1","0.1","100","true","0.1","7","100"
"1496","1","0.1","100","true","0.1","8","100"
"1497","1","0.1","100","true","0.1","6","100"
"1499","1","0.1","100","true","0.1","8","100"
"1498","1","0.1","100","true","0.1","11","100"
"1500","1","0.1","100","true","0.1","8","100"
"1502","1","1","100","true","0.1","5","100"
"1501","1","1","100","true","0.1","6","100"
"1504","1","1","100","true","0.1","5","100"
"1505","1","1","100","true","0.1","5","100"
"1507","1","1","100","true","0.1","5","100"
"1508","1","1","100","true","0.1","5","100"
"1509","1","1","100","true","0.1","6","100"
"1510","1","1","100","true","0.1","6","100"
"1511","1","1","100","true","0.1","5","100"
"1513","1","1","100","true","0.1","5","100"
"1515","1","1","100","true","0.1","5","100"
"1516","1","1","100","true","0.1","4","100"
"1514","1","1","100","true","0.1","6","100"
"1518","1","1","100","true","0.1","5","100"
"1519","1","1","100","true","0.1","5","100"
"1520","1","1","100","true","0.1","5","100"
"1521","1","1","100","true","0.1","5","100"
"1522","1","1","100","true","0.1","4","100"
"1523","1","1","100","true","0.1","5","100"
"1524","1","1","100","true","0.1","4","100"
"1525","1","1","100","true","0.1","5","100"
"1526","1","1","100","true","0.1","5","100"
"1527","1","1","100","true","0.1","6","100"
"1173","0.1","1","100","true","0.1","10000","99"
"1155","0.1","1","100","true","0.1","10000","99"
"1530","1","1","100","true","0.1","5","100"
"1531","1","1","100","true","0.1","5","100"
"1532","1","1","100","true","0.1","5","100"
"1533","1","1","100","true","0.1","5","100"
"1536","1","1","100","true","0.1","4","100"
"1535","1","1","100","true","0.1","5","100"
"1538","1","1","100","true","0.1","5","100"
"1539","1","1","100","true","0.1","5","100"
"1540","1","1","100","true","0.1","5","100"
"1177","0.1","1","100","true","0.1","10000","99"
"1541","1","1","100","true","0.1","5","100"
"1542","1","1","100","true","0.1","6","100"
"1543","1","1","100","true","0.1","6","100"
"1545","1","1","100","true","0.1","5","100"
"1546","1","1","100","true","0.1","5","100"
"1547","1","1","100","true","0.1","6","100"
"1548","1","1","100","true","0.1","5","100"
"1549","1","1","100","true","0.1","5","100"
"1550","1","1","100","true","0.1","5","100"
"1551","1","1","100","true","0.1","5","100"
"1180","0.1","1","100","true","0.1","10000","99"
"1512","1","1","100","true","0.1","10000","99"
"1554","1","1","100","true","0.1","5","100"
"1503","1","1","100","true","0.1","10000","99"
"1555","1","1","100","true","0.1","5","100"
"1506","1","1","100","true","0.1","10000","99"
"1557","1","1","100","true","0.1","5","100"
"1558","1","1","100","true","0.1","5","100"
"1528","1","1","100","true","0.1","10000","99"
"1559","1","1","100","true","0.1","5","100"
"1560","1","1","100","true","0.1","5","100"
"1562","1","1","100","true","0.1","5","100"
"1563","1","1","100","true","0.1","5","100"
"1564","1","1","100","true","0.1","5","100"
"1565","1","1","100","true","0.1","5","100"
"1566","1","1","100","true","0.1","5","100"
"1567","1","1","100","true","0.1","5","100"
"1568","1","1","100","true","0.1","5","100"
"1569","1","1","100","true","0.1","5","100"
"1570","1","1","100","true","0.1","5","100"
"1572","1","1","100","true","0.1","5","100"
"1573","1","1","100","true","0.1","5","100"
"1534","1","1","100","true","0.1","10000","99"
"1574","1","1","100","true","0.1","4","100"
"1575","1","1","100","true","0.1","4","100"
"1576","1","1","100","true","0.1","5","100"
"1577","1","1","100","true","0.1","5","100"
"1578","1","1","100","true","0.1","5","100"
"1517","1","1","100","true","0.1","10000","99"
"1579","1","1","100","true","0.1","5","100"
"1580","1","1","100","true","0.1","5","100"
"1581","1","1","100","true","0.1","5","100"
"1582","1","1","100","true","0.1","5","100"
"1584","1","1","100","true","0.1","5","100"
"1583","1","1","100","true","0.1","5","100"
"1586","1","1","100","true","0.1","5","100"
"1588","1","1","100","true","0.1","4","100"
"1589","1","1","100","true","0.1","5","100"
"1537","1","1","100","true","0.1","10000","99"
"1590","1","1","100","true","0.1","5","100"
"1591","1","1","100","true","0.1","5","100"
"1592","1","1","100","true","0.1","6","100"
"1593","1","1","100","true","0.1","6","100"
"1544","1","1","100","true","0.1","10000","99"
"1595","1","1","100","true","0.1","5","100"
"1596","1","1","100","true","0.1","4","100"
"1529","1","1","100","true","0.1","10000","99"
"1597","1","1","100","true","0.1","6","100"
"1598","1","1","100","true","0.1","5","100"
"1599","1","1","100","true","0.1","5","100"
"1552","1","1","100","true","0.1","10000","99"
"1553","1","1","100","true","0.1","10000","99"
"1561","1","1","100","true","0.1","10000","99"
"1571","1","1","100","true","0.1","10000","99"
"1556","1","1","100","true","0.1","10000","99"
"1585","1","1","100","true","0.1","10000","99"
"1587","1","1","100","true","0.1","10000","99"
"1594","1","1","100","true","0.1","10000","99"
"1600","1","1","100","true","0.1","10000","99"
"290","0.001","0.1","100","true","0.1","308","100"
